row_index_1b,PC1,PC2,group
614,-551.0694709450153,233.75892853158587,fake
615,-670.6303647811334,246.89111708074222,fake
616,-500.2895638345726,493.35680121819325,fake
617,-464.46699272659305,246.41873376640837,fake
618,-393.7590877823897,204.99090413405165,fake
619,-190.8861636443827,877.0836411037093,fake
620,-383.6437730244165,212.37325295815947,fake
621,-264.05754134394584,327.76094611694293,fake
622,-177.0876449817382,384.03809076729044,fake
623,-144.8702615413632,293.6077190611839,fake
624,52.63137844952867,329.2217861550774,fake
625,-105.69041359529791,214.7163724156572,fake
626,85.15858218391709,904.3740344926982,fake
627,110.4946896338887,352.4810691817504,fake
628,295.3323788047402,575.3245013747062,fake
629,171.03959384259392,819.3397240374695,fake
630,215.5317227446658,537.3398726947872,fake
631,347.33028393039126,767.73477483596,fake
632,476.4967239598021,774.3548847687892,fake
633,548.7849000250262,917.0499008035748,fake
634,707.5781137562491,908.3848111706951,fake
635,768.4137001453429,964.260800482264,fake
636,961.7210078861145,1113.112680403532,fake
637,793.2971230450694,1182.5457011567282,fake
638,881.2019307912706,1178.4267492823224,fake
639,1040.21620386072,1396.4682818332465,fake
640,1139.8031925670593,1517.4705452553326,fake
641,1542.5273935297987,1704.7740214753499,fake
642,1255.1938333320916,2238.02950315588,fake
643,1169.6876207538246,2163.097177038491,fake
644,1246.456033747483,2335.2838800777918,real
645,2034.079094925553,2310.4715440022387,fake
646,2217.5501161917205,2156.6666696461025,fake
647,2219.604858429946,1910.6949532228139,fake
648,2533.290112815351,1935.1030590725663,fake
649,2711.0443522354803,1435.7153586945442,fake
650,2784.89470808944,1365.0649979714783,fake
651,3026.189020572837,1090.7381531609287,fake
652,3434.473819587829,1612.3920545760109,fake
653,3971.338448431737,1099.0613969081594,fake
654,3985.6223997657485,933.1924203716926,fake
655,4638.270301413221,926.4409051607763,fake
656,4779.779382013128,1103.0168475687547,fake
657,5128.185685652223,1491.2945455066272,fake
658,4744.274549284721,961.5946802777884,fake
659,5151.637888849555,1088.6430016150596,fake
660,5238.973413528182,1256.9126519650908,fake
661,4779.055059232712,548.6273376992162,fake
662,5172.975592184294,769.7134418476074,fake
663,4712.340369334511,401.197104241174,fake
664,4737.554115102327,356.7507233896525,fake
665,4744.06422543821,733.435099640247,fake
666,4829.5452455339755,888.4830876472621,fake
667,4828.234170593348,1091.976500253406,fake
668,4500.022283242262,899.349121616379,fake
669,4486.964363158834,970.0680484291065,fake
670,4230.266714196978,1133.6542256499888,fake
671,3522.251866454974,854.5551017886318,fake
672,3044.292201834705,1094.7570831751632,fake
673,3374.091520379995,1432.286096697727,fake
674,2166.6767496067328,695.6769676172771,fake
675,2011.366768826428,1027.8969682912887,fake
676,1040.6647907741763,924.3503712829001,real
677,1996.5526016229076,1491.8579889875195,fake
678,2638.1369169627073,852.294826514383,fake
679,3046.7220524378263,347.51896863222,fake
680,3009.1996614447244,168.86873516564714,fake
681,3786.809295074432,-227.86125583092866,fake
682,3686.3116013863932,-513.4026917507442,fake
683,4566.604142156273,-662.2255353490762,fake
684,4584.516454219569,-744.8410651608907,fake
685,5141.456538274492,-1100.130061661167,fake
686,4346.07811044177,-1530.4236678860625,fake
687,5786.416644888146,-1369.5415232411888,fake
688,5717.525612893585,-1152.4210835575984,fake
689,6048.348103072991,-820.5809039549955,fake
690,5956.625830204,-1415.3954911826418,fake
691,6321.149159697124,-1224.1949723417008,fake
692,6222.389497614127,-1294.1613614025673,fake
693,6802.362217916109,-1213.2454292479645,fake
694,6325.012518449323,-1256.9211116053896,fake
695,5777.948534166662,-1292.9614317907678,fake
696,5292.446996126707,-1232.5028666032701,fake
697,4741.818133598208,-1437.0126061835645,fake
698,4007.907324450239,-1617.1149413974058,fake
699,3285.2847520119312,-1651.558650692557,fake
700,2665.1174557415784,-1235.9082078008055,fake
701,2269.5056318322127,-1425.8366465759195,fake
702,1788.2125206686626,-1196.1777518580675,fake
703,1811.0321844815662,-738.4102068003391,fake
704,1371.0526808180227,-594.5326802236614,fake
705,932.9010066994829,-159.0623570711464,fake
706,552.9100877322965,39.65239387260488,fake
707,428.80746171875904,243.55451038876802,fake
708,160.6327144268195,606.8888832316288,real
709,396.3097562557102,605.1708256909114,fake
710,447.5609428837498,162.61193629257284,fake
711,1030.7965844512353,199.94389279880696,fake
712,1174.5430803603665,-33.63763168832014,fake
713,1529.956850987985,-63.134034023871834,fake
714,1934.7733930181143,-127.69101469338122,fake
715,2059.530406295368,-234.34219825762042,fake
716,2240.1080728775873,-636.830453146776,fake
717,2658.7789835265885,-608.8429784500989,fake
718,3155.256770798256,-543.9510711115698,fake
719,3638.8688154822353,-602.7000194184839,fake
720,3601.971030544434,-501.1955765549415,fake
721,4082.90922821974,-822.2348278470887,fake
722,4334.680427111432,-760.5626507667248,fake
723,4537.657342982566,-984.2456194913694,fake
724,4831.700956150771,-934.7525031099914,fake
725,3838.373842324397,-1197.197500123395,fake
726,3442.0888374626256,-1142.428150105219,fake
727,4786.61903859614,-834.9836441365961,fake
728,4371.178093204503,-795.3734249577366,fake
729,3460.0316396567655,-1251.7445186754148,fake
730,3085.4026637860698,-1127.1955558500945,fake
731,3766.666355638323,-734.6473764494522,fake
732,2648.7547602838285,-992.1704263973263,fake
733,2557.0222636685216,-866.3722807454726,fake
734,2886.6607044129028,-708.3053554726865,fake
735,2856.4165388817114,-531.8949072944332,fake
736,2889.3790609980942,-255.60447868900025,fake
737,2878.0573092940954,139.497717415588,fake
738,3939.4768877872134,933.7841360109924,fake
739,3589.962067433449,981.3184975944811,fake
740,2638.1195829751287,880.3458691521341,real
741,3299.789396989528,1309.026928993579,fake
742,3861.5162843918883,1099.1176218570504,fake
743,4508.629223890762,1472.571327485417,fake
744,3946.6318311544205,1103.295590659048,fake
745,4938.519786456597,1190.3638459238764,fake
746,4781.063975435553,869.0103979018676,fake
747,5087.309418038547,1009.4460586070766,fake
748,5439.587371376245,980.040285879794,fake
749,6218.381951402276,1375.596060210756,fake
750,6090.864923152123,1289.5903554085382,fake
751,6396.909044010555,1139.8555481997591,fake
752,6778.157390970925,1264.1898655377047,fake
753,7102.037153791565,1451.923027131431,fake
754,7549.053626563884,1545.770487893863,fake
755,6893.435933040496,1228.1370771264192,fake
756,5954.051880375412,1073.334556892272,fake
757,5924.782376648859,1378.0673284414752,fake
758,4889.653574818626,599.474858856988,fake
759,5294.704879617389,774.4477596703975,fake
760,3977.9361390277454,-126.95627491350322,fake
761,3153.80450727967,-318.61440309207075,fake
762,2793.345386286702,-391.6003610290668,fake
763,2444.5180075208787,-281.0142672227351,fake
764,3536.3719519409347,141.07002989130817,fake
765,3578.1553242277914,269.18453687182347,fake
766,2823.4178329680167,-221.64919054062193,fake
767,1250.8040262658635,-497.36348193037685,fake
768,948.6782882543758,-485.49100969633236,fake
769,631.0288012946884,-824.7967827911915,fake
770,729.3024516832118,-735.0784410543432,fake
771,381.89912785977316,-926.00559659718,fake
772,813.60578485193,-291.39812790086944,real
773,-5791.051897501536,2013.8495511755239,real
774,-5536.603171626585,2183.2139142827677,fake
775,-5518.011641958037,1827.9299069978533,fake
776,-5390.5155394591875,1899.0790634074326,fake
777,-5364.064339764853,1634.8504549574416,fake
778,-5321.333638469288,1357.0424823751575,fake
779,-5481.388179850215,607.4399255406391,fake
780,-4871.77768471557,1170.6847375545792,fake
781,-4772.259268195831,1197.6087475897336,fake
782,-4731.1454660647005,1030.5971888575446,fake
783,-4673.163590635015,765.247860785608,fake
784,-5081.734321792742,260.8033835875779,fake
785,-4501.631475169762,540.1678770226321,fake
786,-4874.133910821738,702.5029063575663,fake
787,-4445.865486099716,702.0771886366073,fake
788,-4474.520102608571,984.9644463953155,fake
789,-3858.403720190222,914.5678053346651,fake
790,-4407.645756568763,34.16845497386842,fake
791,-4536.549104648491,-198.00406497532637,fake
792,-4231.742614934513,147.4608103738126,fake
793,-4309.641169520963,-122.39826380586523,fake
794,-4325.73777368857,-568.3959262688946,fake
795,-4207.558191538004,-663.7778901014494,fake
796,-4298.682586531464,-602.7229368281666,fake
797,-4161.779657414548,-546.6680853211634,fake
798,-3919.8370402559017,-546.6464684975853,fake
799,-3847.5459422008025,-745.4552414511397,fake
800,-3687.559575804197,-321.24796433995215,fake
801,-3637.455851710815,-786.3815535406026,fake
802,-3564.8370862355464,-811.3298505131601,fake
803,-3464.8993342416707,-908.8724324801324,fake
804,-3312.113904233412,-708.0509210758233,fake
805,-3198.6497469198835,-778.8372439542982,fake
806,-3697.889787945413,-1082.1648732660492,fake
807,-3254.0898391449473,-1080.4825145238656,fake
808,-3191.5275936272333,-1081.6380061537204,fake
809,-2867.900163107928,-1067.0348040708163,fake
810,-2814.885202930742,-1228.507918630094,fake
811,-2948.169048420548,-1432.3133029649593,fake
812,-2818.210250804331,-1307.1695989273676,fake
813,-3094.810313273711,-1526.4659158278212,fake
814,-2590.2912588392055,-1093.1417409498536,fake
815,-2853.609816240151,-1114.3152515655481,fake
816,-2605.2483539719865,-1122.3992001125987,fake
817,-2068.0207123213468,-1206.17411521409,fake
818,-1964.8771703148793,-1098.8720986391413,fake
819,-2066.703502430184,-1194.8645274621174,fake
820,-2167.6198260087517,-1090.5690282472076,fake
821,-1947.461959658372,-653.0578891866651,fake
822,-1969.2270950204186,-1307.6192214576035,fake
823,-1871.423438714293,-1245.2573694900302,fake
824,-1052.0229990072494,-797.4151091728594,fake
825,-1658.9521881705618,-1166.7615155099431,fake
826,-1523.7091251245943,-1032.2098989846834,fake
827,-1588.0647803141128,-918.160400524038,fake
828,-1316.5141198960741,-978.3928942385304,fake
829,-1141.3697332184793,-828.267733106711,fake
830,-1093.9106548500874,-928.2021190638968,fake
831,-712.8604306617725,-729.213790980141,fake
832,-1041.2092776222046,-797.4473108523682,fake
833,-888.2903226508014,-701.062138202119,fake
834,-567.091418472647,-435.998449811629,fake
835,-669.635446555511,-597.562576326099,fake
836,-598.0154484256487,-716.4640921195473,fake
837,-512.187277133238,-689.8480248492468,real
838,-461.37690945741997,-761.3108234473552,fake
839,-395.314364205774,-570.3223436261993,fake
840,-611.1176598414081,-869.6831395018322,fake
841,-792.1606616912078,-1066.0665162638836,fake
842,-724.7838479456631,-1068.2195764976045,fake
843,-12.05845007577592,-39.99232605614296,fake
844,-522.2632375057501,-667.8632000821466,fake
845,-181.05477698953044,-602.6529236415993,fake
846,-634.3180860260825,-881.5474456733734,fake
847,-1026.9135519161505,-871.8834842312307,fake
848,-425.4738154979629,-623.1286372060333,fake
849,-528.381935544499,-766.1392635882125,fake
850,-465.3434225963835,-524.4224752655039,fake
851,-382.25998618588056,-788.7989576422864,fake
852,-888.228585270448,-988.1062265622376,fake
853,-983.6741996728227,-1069.6932558406163,fake
854,-1428.7003441238173,-1345.5203823980796,fake
855,-1527.9076416367732,-1234.703756161871,fake
856,-1954.5024364162286,-1288.085831582736,fake
857,-2035.2486690313312,-1244.5216458911384,fake
858,-2432.810248238964,-1530.4140124694381,fake
859,-2976.943284129414,-1750.4582749997003,fake
860,-3091.573437683776,-1449.3856726568463,fake
861,-3407.987549303665,-1751.3380559294576,fake
862,-3360.5675559009246,-1771.026280132224,fake
863,-3707.8820900508204,-1917.9912412675135,fake
864,-3584.636953451604,-1501.4143720788913,fake
865,-3657.6179277384113,-1523.423396583809,fake
866,-3235.92569124771,-1391.8076712849206,fake
867,-4069.0679599807936,-1606.8344406615336,fake
868,-4367.747958949829,-1757.4803049914383,fake
869,-3785.2003406709387,-1426.7647458250556,real
870,-4299.119946595829,-1703.078516436984,fake
871,-2650.838282935294,-1082.752040758619,fake
872,-3402.1243404282923,-1110.00715962325,fake
873,-3045.0416385355247,-960.1624238073828,fake
874,-1742.076048057045,-117.74634814201536,fake
875,-1050.4137930336744,65.43782794269033,fake
876,-1152.1658649461253,-83.91764698182797,fake
877,667.1105682560079,967.8763290739296,fake
878,828.1066952512675,948.8124801040306,fake
879,2149.094036494271,1274.8673232037356,fake
880,2363.2642298590376,1133.4233293539307,fake
881,2701.668590740249,1076.7507031000218,fake
882,4968.953312247729,1969.9593917215384,fake
883,4935.460937454751,2144.5457371799935,fake
884,4859.581534693538,2038.532866863838,fake
885,6438.176124765302,2371.96198042869,fake
886,6278.821970777086,2462.931528948642,fake
887,2206.1794158701155,584.6465318217868,fake
888,835.8404075985896,-155.42872224688875,fake
889,416.1727381233799,-403.7668619570004,fake
890,-381.30218952839925,-839.4228254427474,fake
891,-1275.092994645795,-891.141736176699,fake
892,-1641.0245121122489,-1319.6736789507381,fake
893,-2682.9575182284557,-1758.2276870677229,fake
894,-3153.4154469998257,-1681.6881284710016,fake
895,-3681.4535271329064,-2114.8668903831845,fake
896,-3872.5962928609265,-2202.8932282237565,fake
897,-4054.0202640546904,-2256.890499660711,fake
898,-4379.58084055634,-2009.9733280057533,fake
899,-4750.523203768799,-2262.872396556082,fake
900,-4708.392448244117,-2125.6051718103486,fake
901,-4813.523862334731,-2081.555816213685,real
902,-4828.1914717724285,-2132.0133114108276,fake
903,-4648.327893973095,-2056.203420843749,fake
904,-4296.585708787981,-2032.0537712798575,fake
905,-4104.680293341537,-1870.644379640521,fake
906,-4294.017141589132,-1925.2092833237314,fake
907,-3946.782084404573,-1790.4785520898947,fake
908,-3959.260700110721,-1760.6165042260507,fake
909,-3820.4022217095394,-1973.5728543207756,fake
910,-3464.9331039890803,-1740.1031183368204,fake
911,-3478.9499478187013,-1720.1275909665403,fake
912,-3336.2668410512906,-1798.2857260150483,fake
913,-2685.0835849602317,-1334.5226446518163,fake
914,-2767.677043072236,-1490.5794218087124,fake
915,-2534.55572345738,-1233.0148588360946,fake
916,-2813.508449446135,-1418.2337649325862,fake
917,-2347.73879795632,-1080.4156284092437,fake
918,-2189.4915729879895,-904.1412266852519,fake
919,-1754.492563466452,-865.0515028079773,fake
920,-1100.2532759565313,-586.9828281777031,fake
921,-591.7967246281945,-316.3696718860065,fake
922,-97.08675345520365,-17.86364424702881,fake
923,-76.40460222910619,192.93957361052188,fake
924,56.427486161469034,-12.7670756855839,fake
925,369.68699469856705,286.65604162523556,fake
926,27.512744076733025,104.13500759540322,fake
927,325.3626227048826,412.4937397836487,fake
928,547.5745019336906,681.1552785535314,fake
929,580.6529768821674,571.6165319756276,fake
930,791.4957558154957,828.758519224447,fake
931,1079.4166347364774,908.3892630104611,fake
932,528.5026215738673,783.838121825268,fake
933,825.7570557850929,1253.1516066492836,real
934,624.335096911123,533.3549203332085,fake
935,1041.021802698919,335.2581097464424,fake
936,1478.784841608687,81.43704956992305,fake
937,1672.331370999204,221.64049481048465,fake
938,1853.94618849415,-71.21887033721481,fake
939,2712.5528367895863,-88.95003598609155,fake
940,3222.495085790646,-203.10265971149244,fake
941,3128.672554843589,-472.01399897301366,fake
942,3070.457210769325,-286.0313770439655,fake
943,4036.651075952504,-358.71679597245054,fake
944,4662.15393669696,-368.3466406532727,fake
945,5402.041579977013,-348.4555544291333,fake
946,5694.348778147762,-338.9777200750041,fake
947,6468.904203406302,-125.48316414796761,fake
948,7741.071161548364,-71.26295211757294,fake
949,7200.882906966876,-35.15959881017322,fake
950,7008.843548070887,-314.6491715748404,fake
951,7014.431840320472,-410.3890038477756,fake
952,6430.243300958538,-720.1957961862689,fake
953,6817.566221229856,-701.9010127867735,fake
954,5828.938673066763,-843.2224050097599,fake
955,6295.607769136109,-802.182274360839,fake
956,4467.646216065938,-1265.7797213935553,fake
957,4532.3291337579985,-687.7531537601552,fake
958,4091.2234523689717,-721.8922657362165,fake
959,3619.660973780843,-891.3081874323236,fake
960,4020.957909880896,-641.6849150228211,fake
961,2228.148560680329,-1035.3519967577424,fake
962,1514.7431059374296,-1184.8719311514408,fake
963,1249.657453744674,-1104.3831649565652,fake
964,996.4680616485861,-888.1450819770955,fake
965,820.6861393129271,-308.5398499044417,real
966,-5559.283797449728,1084.0559294333748,real
967,-5427.767408359793,830.1117034654795,fake
968,-5196.797974161682,1236.2807094523057,fake
969,-5160.855737561569,599.0361469292766,fake
970,-4914.923922997345,915.9779273611251,fake
971,-4767.352204956832,990.7222365729516,fake
972,-4508.121083465329,606.3356310085496,fake
973,-4495.319430843972,505.5602215542404,fake
974,-4457.297870339653,553.2109683204395,fake
975,-4077.0732264139588,792.5420892944164,fake
976,-3841.7161977387605,869.3500472851873,fake
977,-3706.8106830885545,522.0393056883246,fake
978,-3399.7098640387103,828.5314567700184,fake
979,-3260.03565256329,718.5836979022399,fake
980,-3047.1906992016034,576.6331668835487,fake
981,-2857.275528426635,488.97082885183806,fake
982,-2405.445976274505,395.32814189524294,fake
983,-2603.051364198332,269.5249707620999,fake
984,-2362.711031104771,245.4138638928501,fake
985,-1969.0398334470365,1202.8119189970184,fake
986,-1818.53535168704,403.20300917025384,fake
987,-1306.393184574603,442.20550848634446,fake
988,-1346.3793486528245,58.27673119733187,fake
989,-1063.1471336338063,176.22483599689195,fake
990,-741.4142085088054,104.67871268942437,fake
991,-479.7872824575442,11.046258815882997,fake
992,-146.9281555979416,107.2852523058352,fake
993,147.22965674988606,-21.03145978661253,fake
994,252.90678372889596,205.00583732718627,fake
995,540.0890489094091,55.21025037478695,fake
996,857.8453078703403,-131.071707975976,fake
997,1346.7261420876978,629.28188099785,fake
998,1770.0474067093303,716.1620756355171,fake
999,2099.6437724187676,574.4862309766655,fake
1000,1746.022269895151,263.0082350861918,fake
1001,2089.2590551842645,138.83027345260973,fake
1002,2180.155566071711,187.7322383529041,fake
1003,2162.2760491109675,-17.30010412000317,fake
1004,2200.2403682127083,-72.25582743137927,fake
1005,2198.983736333937,-279.64767907911965,fake
1006,1890.0346878663956,-459.2437213167174,fake
1007,2017.8867513595321,345.82223486735325,fake
1008,1627.6350372157929,-362.86884986866653,fake
1009,1224.08745815072,-830.2238900516136,fake
1010,921.7705069912425,-1012.3368155605887,fake
1011,974.5152658995231,-1032.4368058512118,fake
1012,984.4423113064713,-1125.7782688727764,fake
1013,694.5718801892675,-1268.5100774165392,fake
1014,736.6185336298503,-1330.973758357007,fake
1015,400.0161088713587,-1525.8199924156797,fake
1016,-211.90862422234386,-1800.7958251747045,fake
1017,-513.0148348516499,-2073.2175697365287,fake
1018,-420.9267601649096,-1929.242288036458,fake
1019,-679.1038069631629,-1705.8730849251297,fake
1020,-993.233402281916,-2266.2320289937365,fake
1021,-1374.015052799964,-1974.058470841211,fake
1022,-1313.9134188534983,-1814.3922709881022,fake
1023,-1621.8152826093487,-2245.1169338701316,fake
1024,-1579.4499109470999,-2199.070209510884,fake
1025,-1826.6223756355696,-2402.7628226271772,fake
1026,-2028.1168134107388,-2379.8388681174806,fake
1027,-2701.754025362926,-2580.3928053521495,fake
1028,-2476.2413879947635,-2594.511082729193,fake
1029,-2912.6671989868823,-2824.985270157343,fake
1030,-2639.8138937491435,-2594.1053063505587,real
1031,-3132.1070508762627,-2903.4530107256905,fake
1032,-2765.0020534157584,-2909.6984270266917,fake
1033,-2838.892458832888,-2981.3052969440414,fake
1034,-2687.025087086839,-3224.1058974908738,fake
1035,-2568.9321139574195,-3211.4278052273057,fake
1036,-2396.4760262747327,-3144.8206520055464,fake
1037,-2240.891809874881,-3091.5011539976736,fake
1038,-2096.018680867526,-3182.5267799998387,fake
1039,-1975.5144600834785,-3159.529870012843,fake
1040,-1829.524639525581,-3134.3556150409067,fake
1041,-1883.3686598414038,-3064.788224954702,fake
1042,-1753.5982244396303,-3304.771165869697,fake
1043,-1582.7683086313743,-2984.295140705321,fake
1044,-1446.5045498879679,-2968.0613701303455,fake
1045,-1568.0475393340646,-3170.8379457874507,fake
1046,-1393.6877497768469,-3305.502448947707,fake
1047,-1286.2926466315193,-3240.7771954775103,fake
1048,-1098.4103909098553,-3056.6792946767637,fake
1049,-959.1792551741374,-2959.2633193510624,fake
1050,-728.7043981695379,-2779.2879601010777,fake
1051,-844.5250463608885,-2976.7496940246415,fake
1052,-666.7273418506131,-2839.2676976907137,fake
1053,-241.63735183855405,-2553.9716989904505,fake
1054,-57.01022810891703,-2840.62116017087,fake
1055,-457.28096493094995,-3016.1411296548176,fake
1056,-464.50280789202895,-2757.501081664088,fake
1057,181.4295541450259,-2543.6812892199277,fake
1058,129.6135636820495,-2569.4320488469275,fake
1059,30.531725940212457,-2722.344644745512,fake
1060,502.8785660929,-2224.8804386429906,fake
1061,156.38258274944323,-2076.9714456763554,fake
1062,289.9885083025499,-2239.9080443649177,real
1063,238.44028292460496,-2259.983870070932,fake
1064,551.2889657085668,-1772.5732591223848,fake
1065,670.0837274799964,-2066.7056718296603,fake
1066,868.1404343906852,-2177.6476269040745,fake
1067,1195.3934824211578,-1601.750679386626,fake
1068,1388.1602459855592,-207.5664756400943,fake
1069,1477.1762237329815,-1127.6768603420667,fake
1070,1805.5443491301971,-652.0558008000395,fake
1071,1819.704640866371,-426.2753860081578,fake
1072,2476.395681903313,71.50754765008605,fake
1073,2806.9190567303835,418.08729013806027,fake
1074,2901.3092689453656,1039.690491010976,fake
1075,3278.402621616925,1830.2141167702787,fake
1076,3182.8908040276615,1360.9787125513035,fake
1077,2884.332530020664,1234.0149297701073,fake
1078,3119.7654312064406,1936.4022601138722,fake
1079,3252.5930225995503,1938.206065118696,fake
1080,3247.6983478664124,1904.3685670245377,fake
1081,2889.657121437028,1717.6995663305381,fake
1082,3148.8750161776916,1686.6580639432461,fake
1083,3166.9514697861623,2000.2218535325196,fake
1084,2734.6397192981026,1266.9051885310434,fake
1085,2838.9709077259845,1589.6382233818103,fake
1086,2491.905154005174,1329.3652040515892,fake
1087,2459.876118297037,1191.0479741249567,fake
1088,2449.4220571911414,1019.6884384888189,fake
1089,1773.9252192602119,521.4794528819389,fake
1090,2206.4721852441985,1009.5251721501381,fake
1091,2197.7045599316234,798.6594586341039,fake
1092,1943.467618585919,551.2771179182432,fake
1093,1687.148738914388,304.8423709006803,fake
1094,1170.1457751088667,51.299887265977354,real
1095,1476.2011289408351,197.93996185930763,fake
1096,1972.4737034057828,424.26662924227566,fake
1097,2148.744467340326,181.66160813914382,fake
1098,2130.9973883688576,48.38304834430426,fake
1099,2871.446145748362,-95.76828237186695,fake
1100,2915.1640240662614,-206.3650632652883,fake
1101,2797.4420878358865,-326.1661036812427,fake
1102,2853.4618214879433,-240.85441054262978,fake
1103,3423.4856250456733,-176.54094098800667,fake
1104,3682.25379720002,-133.05513488456413,fake
1105,4032.329148335313,110.37365504145988,fake
1106,4021.56319586255,112.87000016673743,fake
1107,4337.2428008393845,251.93892859037433,fake
1108,4658.297688228546,290.33691288286235,fake
1109,4536.95323953482,13.27796479227161,fake
1110,4613.241114042689,296.4336661061906,fake
1111,4436.563651143544,222.34688584845023,fake
1112,4450.4715979856255,227.23266252747825,fake
1113,4729.484432019464,372.02068868339416,fake
1114,4829.907955000661,1221.6507173557368,fake
1115,4357.99414585985,883.753211684461,fake
1116,3950.1669335283937,504.7417401590413,fake
1117,3888.2602962502115,772.2494385599479,fake
1118,3174.7736794795555,298.0395762251099,fake
1119,3455.301857410905,899.0931564632248,fake
1120,3105.208711665197,1165.2411332350832,fake
1121,1801.771766646007,677.3499133801691,fake
1122,2493.6863147496715,1527.5033605969547,fake
1123,2048.6700001605163,1114.1623159928188,fake
1124,1123.9910938368885,719.319803051313,fake
1125,1182.2805449654613,1314.5490479218347,fake
1126,832.8374098821264,1236.0098845158177,real
1127,631.4154513578584,516.2131979648896,fake
1128,1048.102156980085,318.1163875383579,fake
1129,1485.8651958231026,64.29532743535232,fake
1130,1679.4117255391825,204.49877241279034,fake
1131,1861.0265428033615,-88.36059246469335,fake
1132,2719.6331912335695,-106.09175835299195,fake
1133,3229.5754402808852,-220.24438206792902,fake
1134,3135.7529092259706,-489.1557212642753,fake
1135,3077.5375650841656,-303.1730996015145,fake
1136,4043.731430368988,-375.8585182398334,fake
1137,4669.234291098438,-385.48836289029015,fake
1138,5409.121934237822,-365.59727661509237,fake
1139,5701.429132308471,-356.1194422923939,fake
1140,6475.984557588365,-142.6248857508752,fake
1141,7748.1515160175595,-88.40467457942057,fake
1142,7207.963261073024,-52.30132081379578,fake
1143,7015.923902537922,-331.7908940456407,fake
1144,7021.5121945598885,-427.5307261595546,fake
1145,6437.323655208732,-737.3375183539682,fake
1146,6824.646575381416,-719.042734756275,fake
1147,5836.019027439502,-860.364127268992,fake
1148,6302.688123726297,-819.323996800891,fake
1149,4474.726570399148,-1282.921443714296,fake
1150,4539.409488125037,-704.8948762514126,fake
1151,4098.303806558677,-739.0339879431194,fake
1152,3626.7413280799983,-908.4499096444263,fake
1153,4028.0382642655895,-658.8266372917083,fake
1154,2235.2289151374694,-1052.493719165166,fake
1155,1521.8234602754887,-1202.0136533296738,fake
1156,1256.737808152806,-1121.5248873743649,fake
1157,1003.5484159289508,-905.2868041806086,fake
1158,827.7664934095438,-325.68157206059914,real
1159,-4928.80258246547,-519.5347289416252,real
1160,-4682.474283981275,-530.8215564848387,fake
1161,-5073.43366032939,-551.6782952909812,fake
1162,-4732.388687608129,-707.2330660516247,fake
1163,-4477.618842651701,-505.0625375946643,fake
1164,-4403.15911062226,-420.8313410766808,fake
1165,-4322.418529920755,-374.5312972882143,fake
1166,-4276.754735849395,-662.2993475189078,fake
1167,-4163.673644952745,-507.90650140321253,fake
1168,-4318.522721328328,-956.9835020546175,fake
1169,-4278.075288280957,-1056.532639961526,fake
1170,-3885.3382595325843,-949.173053079289,fake
1171,-3580.651592405007,-764.4783857137321,fake
1172,-3508.1784874108275,-955.1500719856431,fake
1173,-3639.635851263624,-1190.371493411554,fake
1174,-3758.1483980197963,-1159.5243793272198,fake
1175,-3492.943314061266,-1330.009764960845,fake
1176,-3550.4296334433757,-964.6089169127769,fake
1177,-3691.6579319702364,-1147.0430830899968,fake
1178,-3465.34459615069,-1256.9273975200147,fake
1179,-3566.915912516981,-1398.1348929488036,fake
1180,-3498.282526363575,-1397.8178486591187,fake
1181,-3047.161975502305,-1306.3226690788797,fake
1182,-3323.0322800249846,-1333.154408993115,fake
1183,-3233.587817120043,-1339.5652312543875,fake
1184,-2826.2021241029847,-1354.5193282646067,fake
1185,-3291.672930442763,-1468.4321227737341,fake
1186,-2865.9097089225284,-1340.3455078858904,fake
1187,-2684.1237498089113,-941.415459418515,fake
1188,-2689.1138427511196,-1485.995761409373,fake
1189,-2214.6404368382837,-1639.43436647593,fake
1190,-2731.5658705816254,-1544.586242363839,fake
1191,-2581.4346734347314,-1442.7931632150653,fake
1192,-2598.8669994317574,-1668.792275025974,fake
1193,-2739.8507518155425,-1855.8145859513295,fake
1194,-2852.010618587154,-1894.8176950957563,fake
1195,-2772.728733396392,-2094.544386002849,fake
1196,-2546.867105357254,-1819.36571851475,fake
1197,-2444.033468158767,-1710.5553345261958,fake
1198,-2111.8596881578383,-1413.2512657298996,fake
1199,-2189.997633229904,-1256.6177025809477,fake
1200,-1903.9028028921039,-1185.00069037008,fake
1201,-1658.4882146506013,-1365.4970327660403,fake
1202,-1620.6644654527736,-1374.753001748097,fake
1203,-1503.477411774835,-1368.0594578490395,fake
1204,-1464.0791628219038,-1405.5859458133577,fake
1205,-1526.578579516259,-1135.777357145766,fake
1206,-1472.0586404929848,-1370.4309748685955,fake
1207,-1343.9214819037952,-1251.132186382941,fake
1208,-1563.79309768407,-1435.6198334305002,fake
1209,-1178.1369559542732,-1076.4727527033397,fake
1210,-893.9133977945361,-1072.3152089966277,fake
1211,-1724.8395571665515,-1446.7387371878308,fake
1212,-738.6391010529056,-812.8901478381538,fake
1213,-871.7787181928021,-965.4153788526613,fake
1214,-1041.913271804765,-1027.123148901081,fake
1215,-1345.006741567066,-1038.5601463616679,fake
1216,-1094.1491148961823,-1024.7795580814977,fake
1217,-1237.2684374501714,-1137.8723891295126,fake
1218,-942.9431425450368,-1089.5232480050186,fake
1219,-778.5882835081175,-934.3424628172924,fake
